,Product Name,Product Image Link,Brand,Price,Url
0,Striped Cotton Blend Regular Fit Mens T-Shirt - White,https://sslimages.shoppersstop.com/sys-master/images/hc3/h38/16456068595742/S21187STRPLO04_WHITE.jpg_230Wx334H,STOP,Rs 559,https://www.shoppersstop.com/stop-striped-cotton-blend-regular-fit-mens-t-shirt/p-S21187STRPLO04/colorChange/S21187STRPLO04_WHITE
1,Solid Regular Fit Mens Shirt - Blue,https://sslimages.shoppersstop.com/sys-master/images/h98/h48/15015483310110/206550243_BLUE.jpg_230Wx334H,FCUK,Rs 879,https://www.shoppersstop.com/fcuk-solid-regular-fit-mens-shirt/p-206550243/colorChange/206550243_BLUE
2,Printed Cotton Regular Fit Mens T-Shirt - Red,https://sslimages.shoppersstop.com/sys-master/images/h6f/h60/17095479001118/SS21JJ256475801_RED.jpg_230Wx334H,JACK AND JONES, Rs 899,https://www.shoppersstop.com/jack-and-jones-printed-cotton-regular-fit-mens-t-shirt/p-SS21JJ256475801/colorChange/SS21JJ256475801_RED
3,Solid Cotton Mens Casual Kurta - Black,https://sslimages.shoppersstop.com/sys-master/images/h0c/he9/17141063221278/S21MENKURSLMPKT_BLACK.jpg_230Wx334H,BANDEYA, Rs 999,https://www.shoppersstop.com/bandeya-solid-cotton-mens-casual-kurta/p-S21MENKURSLMPKT/colorChange/S21MENKURSLMPKT_BLACK
4,Solid Cotton Regular Fit Mens Shirt - Olive,https://sslimages.shoppersstop.com/sys-master/images/he8/hc1/16353853079582/S21UDSHT0007_OLIVE.jpg_230Wx334H,U.S. POLO ASSN. DENIM,Rs 1539,https://www.shoppersstop.com/u-s-polo-assn-denim-solid-cotton-regular-fit-mens-shirt/p-S21UDSHT0007/colorChange/S21UDSHT0007_OLIVE
5,Solid Cotton Slim Fit Mens T-Shirt - Red,https://sslimages.shoppersstop.com/sys-master/images/h21/h3a/16537129844766/S21T-01BA-039RE_RED.jpg_230Wx334H,SPYKAR,Rs 599,https://www.shoppersstop.com/spykar-solid-cotton-slim-fit-mens-t-shirt/p-S21T-01BA-039RE/colorChange/S21T-01BA-039RE_RED
6,Mens Solid Trunks - Pack of 2 - Black,https://sslimages.shoppersstop.com/sys-master/images/hcb/h96/17189072273438/A21182TR01BK1AN_BLACK.jpg_230Wx334H,STOP,Rs 249,https://www.shoppersstop.com/stop-mens-solid-trunks-pack-of-2/p-A21182TR01BK1AN/colorChange/A21182TR01BK1AN_BLACK
7,Stripes Cotton Regular Fit Mens T-Shirt - Blue,https://sslimages.shoppersstop.com/sys-master/images/hb5/h54/16732802351134/S21123TS00920CO_BLUE.jpg_230Wx334H,INDIAN TERRAIN, Rs 1499,https://www.shoppersstop.com/indian-terrain-stripes-cotton-regular-fit-mens-t-shirt/p-S21123TS00920CO/colorChange/S21123TS00920CO_BLUE
8,Solid Poly Cotton Mens Festive Wear Kurta - Blue,https://sslimages.shoppersstop.com/sys-master/images/h07/h9f/17248057458718/A21SULFKURLK-27_BLUE.jpg_230Wx334H,BANDEYA, Rs 1299,https://www.shoppersstop.com/bandeya-solid-poly-cotton-mens-festive-wear-kurta/p-A21SULFKURLK-27/colorChange/A21SULFKURLK-27_BLUE
9,Printed Cotton Mens Occasion Wear Kurta Set - White,https://sslimages.shoppersstop.com/sys-master/images/h7a/hb1/17339123826718/A21HGK45KURTA_WHITE.jpg_230Wx334H,HANGUP,Rs 899,https://www.shoppersstop.com/hangup-printed-cotton-mens-occasion-wear-kurta-set/p-A21HGK45KURTA/colorChange/A21HGK45KURTA_WHITE
10,Stripes Cotton Slim Fit Mens Casual Shirt - Pink,https://sslimages.shoppersstop.com/sys-master/images/h10/h04/17366073933854/A21MSH02BA294PI_PINK.jpg_230Wx334H,SPYKAR,Rs 1784,https://www.shoppersstop.com/spykar-stripes-cotton-slim-fit-mens-casual-shirt/p-A21MSH02BA294PI/colorChange/A21MSH02BA294PI_PINK
11,Checks Cotton Regular Fit Mens Kurta - White,https://sslimages.shoppersstop.com/sys-master/images/h2b/hed/16563355025438/S21METHKUPALWH1_WHITE.jpg_230Wx334H,STOP,Rs 1189,https://www.shoppersstop.com/stop-checks-cotton-regular-fit-mens-kurta/p-S21METHKUPALWH1/colorChange/S21METHKUPALWH1_WHITE
12,Colour Block Cotton Regular Fit Mens T-Shirt - Navy,,LEE, Rs 1199,https://www.shoppersstop.com/lee-colour-block-cotton-regular-fit-mens-t-shirt/p-S21L40462CB0Y06/colorChange/S21L40462CB0Y06_NAVY_BLUE
13,Printed Cotton Mens Occasion Wear Kurta Set - Multi,,HANGUP,Rs 1899,https://www.shoppersstop.com/hangup-printed-cotton-mens-occasion-wear-kurta-set/p-A21HGK50N12BASK/colorChange/A21HGK50N12BASK_MULTI
14,Checks Cotton Lycra Slim Fit Mens Casual Shirt - White,,INDIAN TERRAIN, Rs 1799,https://www.shoppersstop.com/indian-terrain-checks-cotton-lycra-slim-fit-mens-casual-shirt/p-S21123SH03176WH/colorChange/S21123SH03176WH_WHITE
15,Solid Cotton Lycra Zip Closure Mens Shorts - Grey,,LIFE,Rs 839,https://www.shoppersstop.com/life-solid-cotton-lycra-zip-closure-mens-shorts/p-S21509DODSH1/colorChange/S21509DODSH1_GREY
16,Dark Wash Mens Jeans - Blue,,FCUK,Rs 1319,https://www.shoppersstop.com/fcuk-dark-wash-mens-jeans/p-206550279/colorChange/206550279_BLUE
17,Solid Cotton Slim Fit Mens Shirt - Light Blue,,LIFE,Rs 899,https://www.shoppersstop.com/life-solid-cotton-slim-fit-mens-shirt/p-S21509MANDCORLB/colorChange/S21509MANDCORLB_LIGHT_BLUE
18,Dark Tone Wash Cotton Stretch Slim Fit Mens Jeans - Brown,,LEE, Rs 3599,https://www.shoppersstop.com/lee-dark-tone-wash-cotton-stretch-slim-fit-mens-jeans/p-S21L40017248147/colorChange/S21L40017248147_BROWN
19,Printed Cotton Regular Fit Mens T-Shirt - Coral,,LIFE,Rs 419,https://www.shoppersstop.com/life-printed-cotton-regular-fit-mens-t-shirt/p-S21183RNP456C/colorChange/S21183RNP456C_CORAL
20,Solid Linen Cotton Regular Fit Mens Shirt - White,,LIFE,Rs 899,https://www.shoppersstop.com/life-solid-linen-cotton-regular-fit-mens-shirt/p-S21183LIMAN05WH/colorChange/S21183LIMAN05WH_WHITE
21,Dark Tone Wash Denim Skinny Fit Mens Jeans - Green,,REALM,Rs 702,https://www.shoppersstop.com/realm-dark-tone-wash-denim-skinny-fit-mens-jeans/p-S21RLD1910GRE/colorChange/S21RLD1910GRE_GREEN
22,Solid Cotton Mens Vest - White,,JOCKEY, Rs 478,https://www.shoppersstop.com/jockey-solid-cotton-mens-vest/p-3989450/colorChange/3989450_WHITE
23,Checks Cotton Slim Fit Mens Shirt - Mid Blue,,LIFE,Rs 899,https://www.shoppersstop.com/life-checks-cotton-slim-fit-mens-shirt/p-S21509E5CHFSBL/colorChange/S21509E5CHFSBL_MID_BLUE
24,Solid Cotton Stretch Mens Trunks - Multi,,CALVIN KLEIN UNDERWEAR,Rs 1999,https://www.shoppersstop.com/calvin-klein-underwear-solid-cotton-stretch-mens-trunks/p-AW0CKU2664998/colorChange/AW0CKU2664998_MULTI
25,Stripes Cotton Blend Regular Fit Mens T-Shirt - Natural,https://sslimages.shoppersstop.com/sys-master/images/h41/hf6/17025536458782/A21DK2700BEG_BEIGE.jpg_230Wx334H,DUKE,Rs 573,https://www.shoppersstop.com/duke-stripes-cotton-blend-regular-fit-mens-t-shirt/p-A21DK2700BEG/colorChange/A21DK2700BEG_BEIGE
26,Checks Cotton Slim Fit Mens Shirt - Mid Blue,https://sslimages.shoppersstop.com/sys-master/images/h0d/h4c/16162580725790/S21509E5CHFSBL_MID_BLUE.jpg_230Wx334H,LIFE,Rs 899,https://www.shoppersstop.com/life-checks-cotton-slim-fit-mens-shirt/p-S21509E5CHFSBL/colorChange/S21509E5CHFSBL_MID_BLUE
27,Solid Cotton Stretch Slim Fit Mens Trousers - Navy,https://sslimages.shoppersstop.com/sys-master/images/h5d/h0f/16404473380894/S21181C011SHNV_NAVY.jpg_230Wx334H,STOP,Rs 1189,https://www.shoppersstop.com/stop-solid-cotton-stretch-slim-fit-mens-trousers/p-S21181C011SHNV/colorChange/S21181C011SHNV_NAVY
28,Mid Tone Cotton Stretch Tapered Fit Mens Jeans - Blue,https://sslimages.shoppersstop.com/sys-master/images/h1f/h62/16353852358686/S21UDJEN0053_BLUE.jpg_230Wx334H,U.S. POLO ASSN. DENIM,Rs 2239,https://www.shoppersstop.com/u-s-polo-assn-denim-mid-tone-cotton-stretch-tapered-fit-mens-jeans/p-S21UDJEN0053/colorChange/S21UDJEN0053_BLUE
29,Checks Cotton Super Slim Fit Mens Shirt - Maroon,https://sslimages.shoppersstop.com/sys-master/images/hb3/hf0/16589193805854/206837761_MAROON.jpg_230Wx334H,LOUIS PHILIPPE SPORTS,Rs 1259,https://www.shoppersstop.com/louis-philippe-sports-checks-cotton-super-slim-fit-mens-shirt/p-206837761/colorChange/206837761_MAROON
30,Solid Cotton Regular Fit Mens Casual Shirt - White,https://sslimages.shoppersstop.com/sys-master/images/hca/h0d/16978232475678/A20-4201-SH-698_WHITE.jpg_230Wx334H,LEE COOPER,Rs 1099,https://www.shoppersstop.com/lee-cooper-solid-cotton-regular-fit-mens-casual-shirt/p-A20-4201-SH-698/colorChange/A20-4201-SH-698_WHITE
31,Checks Cotton Super Slim Fit Mens Shirt - Navy,https://sslimages.shoppersstop.com/sys-master/images/h72/haf/16590920253470/206837760_NAVY_BLUE.jpg_230Wx334H,LOUIS PHILIPPE SPORTS,Rs 1329,https://www.shoppersstop.com/louis-philippe-sports-checks-cotton-super-slim-fit-mens-shirt/p-206837760/colorChange/206837760_NAVY_BLUE
32,Mid Tone Wash Cotton Slim Fit Mens Jeans - Blue,https://sslimages.shoppersstop.com/sys-master/images/h9e/h65/17268596965406/A21LCM-134MID_BLUE.jpg_230Wx334H,LEE COOPER, Rs 2799,https://www.shoppersstop.com/lee-cooper-mid-tone-wash-cotton-slim-fit-mens-jeans/p-A21LCM-134MID/colorChange/A21LCM-134MID_BLUE
33,Printed Cotton Stretch Slim Fit Mens Trousers - Blue,https://sslimages.shoppersstop.com/sys-master/images/h35/h80/16607346884638/S21123TR00694IN_BLUE.jpg_230Wx334H,INDIAN TERRAIN, Rs 1999,https://www.shoppersstop.com/indian-terrain-printed-cotton-stretch-slim-fit-mens-trousers/p-S21123TR00694IN/colorChange/S21123TR00694IN_BLUE
34,Mens Slim Fit Checks Cutaway Collar Casual Shirt - Maroon,https://sslimages.shoppersstop.com/sys-master/images/h08/h83/16084838776862/S21VFSHC14AGMMR_MAROON.jpg_230Wx334H,FRATINI,Rs 899,https://www.shoppersstop.com/fratini-mens-slim-fit-checks-cutaway-collar-casual-shirt/p-S21VFSHC14AGMMR/colorChange/S21VFSHC14AGMMR_MAROON
35,Mid Tone Cotton Straight Fit Mens Jeans - Blue,https://sslimages.shoppersstop.com/sys-master/images/h95/h33/16625765482526/S21CR56BLU_BLUE.jpg_230Wx334H,LEE COOPER,Rs 1539,https://www.shoppersstop.com/lee-cooper-mid-tone-cotton-straight-fit-mens-jeans/p-S21CR56BLU/colorChange/S21CR56BLU_BLUE
36,Mens Regular Fit Stripes Polo T-Shirt - White,https://sslimages.shoppersstop.com/sys-master/images/h6b/hb8/16100413505566/S21187STRPPO10_WHITE.jpg_230Wx334H,STOP,Rs 559,https://www.shoppersstop.com/stop-mens-regular-fit-stripes-polo-t-shirt/p-S21187STRPPO10/colorChange/S21187STRPPO10_WHITE
37,Solid Cotton Slim Fit Mens Shirt - Olive,,LIFE,Rs 899,https://www.shoppersstop.com/life-solid-cotton-slim-fit-mens-shirt/p-S21183CORETWOL/colorChange/S21183CORETWOL_OLIVE
38,Washed Cotton Lycra Slim Fit Mens Denim - Indigo,,INFUSE,Rs 999,https://www.shoppersstop.com/infuse-washed-cotton-lycra-slim-fit-mens-denim/p-A21INFDLF10/colorChange/A21INFDLF10_INDIGO
39,Printed Cotton Slim Fit Mens T-Shirt - Black,,FCUK,Rs 799,https://www.shoppersstop.com/fcuk-printed-cotton-slim-fit-mens-t-shirt/p-206550210/colorChange/206550210_BLACK
40,Mid Tone Cotton Straight Fit Mens Jeans - Black,,LEE COOPER,Rs 1399,https://www.shoppersstop.com/lee-cooper-mid-tone-cotton-straight-fit-mens-jeans/p-S21CR59BLA/colorChange/S21CR59BLA_BLACK
41,Solid Cotton Slim Fit Mens T-Shirt - Red,,FCUK,Rs 599,https://www.shoppersstop.com/fcuk-solid-cotton-slim-fit-mens-t-shirt/p-206550237/colorChange/206550237_RED
42,Printed Cotton Blend Mens Trunks - Multi,,JOCKEY, Rs 349,https://www.shoppersstop.com/jockey-printed-cotton-blend-mens-trunks/p-201561145/colorChange/201561145_ASSORTED
43,Washed Cotton Lycra Slim Fit Mens Denim - Mid Stone,,INFUSE,Rs 999,https://www.shoppersstop.com/infuse-washed-cotton-lycra-slim-fit-mens-denim/p-A21INFDLF08/colorChange/A21INFDLF08_MID_STONE
44,Solid Cotton Mens Lounge Bermuda - Ink Blue,,STOP,Rs 419,https://www.shoppersstop.com/stop-solid-cotton-mens-lounge-bermuda/p-S21187BER105AIB/colorChange/S21187BER105AIB_INK_BLUE
45,Printed Cotton Blend Mens Briefs - Multi,,JOCKEY, Rs 299,https://www.shoppersstop.com/jockey-printed-cotton-blend-mens-briefs/p-201668496/colorChange/201668496_ASSORTED
46,Stripes Cotton Slim Fit Mens Shirt - Ice Blue,,MUFTI,Rs 1499,https://www.shoppersstop.com/mufti-stripes-cotton-slim-fit-mens-shirt/p-S21MFS-11852ICE/colorChange/S21MFS-11852ICE_ICE_BLUE
47,Checks Cotton Nylon Blend Slim Fit Mens Shirt - Brown,,VAN HEUSEN,Rs 999,https://www.shoppersstop.com/van-heusen-checks-cotton-nylon-blend-slim-fit-mens-shirt/p-S21VHVSLFP81882/colorChange/S21VHVSLFP81882_BROWN
48,Solid Cotton Slim Fit Mens Trousers - Brown,,LEE COOPER,Rs 1539,https://www.shoppersstop.com/lee-cooper-solid-cotton-slim-fit-mens-trousers/p-S21LCTR-4BRO/colorChange/S21LCTR-4BRO_BROWN
49,Mid Tone Wash Cotton Super Skinny Fit Mens Jeans - Teal,,SPYKAR,Rs 1919,https://www.shoppersstop.com/spykar-mid-tone-wash-cotton-super-skinny-fit-mens-jeans/p-S21SS-01BA-12TE/colorChange/S21SS-01BA-12TE_TEAL_GREY
50,Printed Cotton Slim Fit Mens Formal Shirt - Navy,https://sslimages.shoppersstop.com/sys-master/images/he7/h2a/16741098815518/S21STSH65AGMNV_NAVY.jpg_230Wx334H,STOP,Rs 899,https://www.shoppersstop.com/stop-printed-cotton-slim-fit-mens-formal-shirt/p-S21STSH65AGMNV/colorChange/S21STSH65AGMNV_NAVY
51,Printed Cotton Slim Fit Mens Formal Shirt - Red,https://sslimages.shoppersstop.com/sys-master/images/h4f/hd5/16739546726430/S21182FAGAP18RD_RED.jpg_230Wx334H,STOP,Rs 899,https://www.shoppersstop.com/stop-printed-cotton-slim-fit-mens-formal-shirt/p-S21182FAGAP18RD/colorChange/S21182FAGAP18RD_RED
52,Mid Tone Wash Cotton Super Skinny Fit Mens Jeans - Teal,https://sslimages.shoppersstop.com/sys-master/images/h6f/hf9/16537134891038/S21SS-01BA-12TE_TEAL_GREY.jpg_230Wx334H,SPYKAR,Rs 1919,https://www.shoppersstop.com/spykar-mid-tone-wash-cotton-super-skinny-fit-mens-jeans/p-S21SS-01BA-12TE/colorChange/S21SS-01BA-12TE_TEAL_GREY
53,Textured Cotton Slim Fit Mens T-Shirt - Grey,https://sslimages.shoppersstop.com/sys-master/images/h52/h74/15016755724318/206550227_GREY.jpg_230Wx334H,FCUK,Rs 679,https://www.shoppersstop.com/fcuk-textured-cotton-slim-fit-mens-t-shirt/p-206550227/colorChange/206550227_GREY
54,Solid INHANCE Cotton Mens Lounge Trackpant - Ink Blue,https://sslimages.shoppersstop.com/sys-master/images/h76/haf/16208774168606/S21187TRACK101C_INK_BLUE.jpg_230Wx334H,STOP,Rs 559,https://www.shoppersstop.com/stop-solid-inhance-cotton-mens-lounge-trackpant/p-S21187TRACK101C/colorChange/S21187TRACK101C_INK_BLUE
55,Printed Poly Rayon Mens Occasion Wear Kurta Set - Blue,https://sslimages.shoppersstop.com/sys-master/images/hab/h3a/17394436505630/A21HGK66KURTASE_BLUE.jpg_230Wx334H,HANGUP,Rs 999,https://www.shoppersstop.com/hangup-printed-poly-rayon-mens-occasion-wear-kurta-set/p-A21HGK66KURTASE/colorChange/A21HGK66KURTASE_BLUE
56,Printed Cotton Linen Mens Occasion Wear Kurta Set - Multi,https://sslimages.shoppersstop.com/sys-master/images/h3f/h7e/17339485978654/A21HG172ABLACKP_MULTI.jpg_230Wx334H,HANGUP,Rs 1899,https://www.shoppersstop.com/hangup-printed-cotton-linen-mens-occasion-wear-kurta-set/p-A21HG172ABLACKP/colorChange/A21HG172ABLACKP_MULTI
57,Checks Cotton Regular Fit Mens Kurta - Yellow,https://sslimages.shoppersstop.com/sys-master/images/he2/he6/16562627510302/S21METHKUPALYL3_YELLOW.jpg_230Wx334H,STOP,Rs 1189,https://www.shoppersstop.com/stop-checks-cotton-regular-fit-mens-kurta/p-S21METHKUPALYL3/colorChange/S21METHKUPALYL3_YELLOW
58,Mid Tone Wash Denim Skinny Fit Mens Jeans - Blue,https://sslimages.shoppersstop.com/sys-master/images/h89/he4/17092467720222/S21RLD1911BLU_BLUE.jpg_230Wx334H,REALM,Rs 702,https://www.shoppersstop.com/realm-mid-tone-wash-denim-skinny-fit-mens-jeans/p-S21RLD1911BLU/colorChange/S21RLD1911BLU_BLUE
59,Printed Cotton Blend Mandarin Neck Mens Occasion Wear Kurta - Multi,https://sslimages.shoppersstop.com/sys-master/images/h98/ha2/17337000099870/A21HGK76LONGKUR_MULTI.jpg_230Wx334H,HANGUP,Rs 899,https://www.shoppersstop.com/hangup-printed-cotton-blend-mandarin-neck-mens-occasion-wear-kurta/p-A21HGK76LONGKUR/colorChange/A21HGK76LONGKUR_MULTI
60,Solid Cotton Blend Regular Fit Mens T-Shirt - Blue,https://sslimages.shoppersstop.com/sys-master/images/h69/h5e/17021083582494/A21DKWSD36BB_BLUE.jpg_230Wx334H,DUKE,Rs 612,https://www.shoppersstop.com/duke-solid-cotton-blend-regular-fit-mens-t-shirt/p-A21DKWSD36BB/colorChange/A21DKWSD36BB_BLUE
61,Printed Cotton Stretch Regular Fit Mens T-Shirt - Blue,https://sslimages.shoppersstop.com/sys-master/images/h74/hbe/16732900982814/S21123TS00927IN_BLUE.jpg_230Wx334H,INDIAN TERRAIN, Rs 1599,https://www.shoppersstop.com/indian-terrain-printed-cotton-stretch-regular-fit-mens-t-shirt/p-S21123TS00927IN/colorChange/S21123TS00927IN_BLUE
62,Printed Cotton Slim Fit Mens Casual Shirt - Red,,JACK AND JONES, Rs 2499,https://www.shoppersstop.com/jack-and-jones-printed-cotton-slim-fit-mens-casual-shirt/p-A21JJ277726901/colorChange/A21JJ277726901_RED
63,Solid Cotton Slim Fit Mens T-Shirt - Navy,,U.S. POLO ASSN.,Rs 1329,https://www.shoppersstop.com/u-s-polo-assn--solid-cotton-slim-fit-mens-t-shirt/p-S21TSUSTSH0214/colorChange/S21TSUSTSH0214_NAVY
64,Solid Cotton Mens Casual Kurta - Navy,,BANDEYA, Rs 999,https://www.shoppersstop.com/bandeya-solid-cotton-mens-casual-kurta/p-S21MENKURSLMPKT/colorChange/S21MENKURSLMPKT_NAVY
65,Mid Tone Cotton Skinny Fit Mens Jeans - Blue,,LEE COOPER,Rs 1539,https://www.shoppersstop.com/lee-cooper-mid-tone-cotton-skinny-fit-mens-jeans/p-S21CR55BLU/colorChange/S21CR55BLU_BLUE
66,Solid Cotton Slim Fit Mens T-Shirt - Green,,LOUIS PHILIPPE SPORTS,Rs 1189,https://www.shoppersstop.com/louis-philippe-sports-solid-cotton-slim-fit-mens-t-shirt/p-S21LYTSHF576369/colorChange/S21LYTSHF576369_GREEN
67,Solid Poly Silk Mens Festive Wear Kurta - Yellow,,BANDEYA, Rs 1299,https://www.shoppersstop.com/bandeya-solid-poly-silk-mens-festive-wear-kurta/p-A21SULFKURLK-09/colorChange/A21SULFKURLK-09_YELLOW
68,Solid Cotton Regular Fit Mens Casual Shirt - White,,LEE COOPER, Rs 1799,https://www.shoppersstop.com/lee-cooper-solid-cotton-regular-fit-mens-casual-shirt/p-A204202-BFS-11W/colorChange/A204202-BFS-11W_WHITE
69,Printed Cotton Regular Fit Mens T-Shirt - Black,,ALTLIFE,Rs 419,https://www.shoppersstop.com/altlife-printed-cotton-regular-fit-mens-t-shirt/p-S21183GPT472B/colorChange/S21183GPT472B_BLACK
70,Solid INHANCE Cotton Blend Mens Lounge Trackpant - Oatmeal_melange,,STOP,Rs 559,https://www.shoppersstop.com/stop-solid-inhance-cotton-blend-mens-lounge-trackpant/p-S21187TRACK101B/colorChange/S21187TRACK101B_OATMEAL_MELANGE
71,Mens Regular Fit Stripes Polo T-Shirt - Red,,STOP,Rs 559,https://www.shoppersstop.com/stop-mens-regular-fit-stripes-polo-t-shirt/p-S21187STRPPO7/colorChange/S21187STRPPO7_RED
72,Mens Regular Fit Stripes Polo T-Shirt - Maroon,,STOP,Rs 559,https://www.shoppersstop.com/stop-mens-regular-fit-stripes-polo-t-shirt/p-S21187STRPPO9/colorChange/S21187STRPPO9_MAROON
73,Color Blocked Fit Mens T-Shirt - Mustard,,OCTAVE,Rs 399,https://www.shoppersstop.com/octave-color-blocked-fit-mens-t-shirt/p-206674857/colorChange/206674857_MUSTARD
74,Cotton Regular Fit Mens Joggers - Ink Blue,,STOP, Rs 999,https://www.shoppersstop.com/stop-cotton-regular-fit-mens-joggers/p-FA0187EPPJOIB/colorChange/FA0187EPPJOIB_INK_BLUE
75,Solid Cotton Blend Mens Semi-Casual Kurta - Mustard,https://sslimages.shoppersstop.com/sys-master/images/h8b/h56/17141095137310/S21MEKUFSHRSLMU_MUSTARD.jpg_230Wx334H,BANDEYA, Rs 1199,https://www.shoppersstop.com/bandeya-solid-cotton-blend-mens-semi-casual-kurta/p-S21MEKUFSHRSLMU/colorChange/S21MEKUFSHRSLMU_MUSTARD
76,Printed Cotton Slim Fit Mens Formal Shirt - Red,https://sslimages.shoppersstop.com/sys-master/images/h4f/hd5/16739546726430/S21182FAGAP18RD_RED.jpg_230Wx334H,STOP,Rs 899,https://www.shoppersstop.com/stop-printed-cotton-slim-fit-mens-formal-shirt/p-S21182FAGAP18RD/colorChange/S21182FAGAP18RD_RED
77,Printed Cotton Regular Fit Mens T-Shirt - Charcoal,https://sslimages.shoppersstop.com/sys-master/images/ha9/hd1/17172360986654/S21L40477CB0A27_CHARCOAL.jpg_230Wx334H,LEE, Rs 1999,https://www.shoppersstop.com/lee-printed-cotton-regular-fit-mens-t-shirt/p-S21L40477CB0A27/colorChange/S21L40477CB0A27_CHARCOAL
78,Cotton Regular Fit Mens Joggers - Ink Blue,https://sslimages.shoppersstop.com/sys-master/images/hbb/h61/16456234041374/FA0187EPPJOIB_INK_BLUE.jpg_230Wx334H,STOP, Rs 999,https://www.shoppersstop.com/stop-cotton-regular-fit-mens-joggers/p-FA0187EPPJOIB/colorChange/FA0187EPPJOIB_INK_BLUE
79,Stripes Cotton Blend Slim Fit Mens T-Shirt - Green,https://sslimages.shoppersstop.com/sys-master/images/h78/h19/17025665105950/A21DKLQ2199MLG_Green.jpg_230Wx334H,DUKE,Rs 585,https://www.shoppersstop.com/duke-stripes-cotton-blend-slim-fit-mens-t-shirt/p-A21DKLQ2199MLG/colorChange/A21DKLQ2199MLG_Green
80,Solid Linen Cotton Regular Fit Mens Shirt - Black,https://sslimages.shoppersstop.com/sys-master/images/hf0/h2a/16537802932254/S21183LIMAN04BK_BLACK.jpg_230Wx334H,LIFE,Rs 899,https://www.shoppersstop.com/life-solid-linen-cotton-regular-fit-mens-shirt/p-S21183LIMAN04BK/colorChange/S21183LIMAN04BK_BLACK
81,Cotton Slim Fit Mens Trousers - Grey,https://sslimages.shoppersstop.com/sys-master/images/h9f/h8c/17096674115614/S21RC1039GRE_GREY.jpg_230Wx334H,REALM,Rs 480,https://www.shoppersstop.com/realm-cotton-slim-fit-mens-trousers/p-S21RC1039GRE/colorChange/S21RC1039GRE_GREY
82,Printed Viscose Mens Semi-Casual Kurta - Gold,https://sslimages.shoppersstop.com/sys-master/images/hb2/h89/17141101101086/S21MEKUFBAJPRGS_GOLD.jpg_230Wx334H,BANDEYA, Rs 1199,https://www.shoppersstop.com/bandeya-printed-viscose-mens-semi-casual-kurta/p-S21MEKUFBAJPRGS/colorChange/S21MEKUFBAJPRGS_GOLD
83,Printed Fit Mens T-Shirt - Marine,https://sslimages.shoppersstop.com/sys-master/images/hd9/h5e/16518438453278/S21MIRAJSSIPMAR_MARINE.jpg_230Wx334H,PEPE,Rs 629,https://www.shoppersstop.com/pepe-printed-fit-mens-t-shirt/p-S21MIRAJSSIPMAR/colorChange/S21MIRAJSSIPMAR_MARINE
84,Printed Cotton Blend Mens Occasion Wear Kurta Set - Natural,https://sslimages.shoppersstop.com/sys-master/images/hb3/he5/17340432384030/A21HGK132KURTAS_BEIGE.jpg_230Wx334H,HANGUP,Rs 999,https://www.shoppersstop.com/hangup-printed-cotton-blend-mens-occasion-wear-kurta-set/p-A21HGK132KURTAS/colorChange/A21HGK132KURTAS_BEIGE
85,Solid Cotton Mens Casual Kurta - Olive,https://sslimages.shoppersstop.com/sys-master/images/h6e/h9e/17141271199774/S21MENKURSLMPKT_OLIVE.jpg_230Wx334H,BANDEYA, Rs 999,https://www.shoppersstop.com/bandeya-solid-cotton-mens-casual-kurta/p-S21MENKURSLMPKT/colorChange/S21MENKURSLMPKT_OLIVE
86,Washed Cotton Lycra Slim Fit Mens Denim - Salt_n_pepper,https://sslimages.shoppersstop.com/sys-master/images/h2d/h70/17268046102558/A21INFDLF03_SALT_N_PEPPER.jpg_230Wx334H,INFUSE,Rs 999,https://www.shoppersstop.com/infuse-washed-cotton-lycra-slim-fit-mens-denim/p-A21INFDLF03/colorChange/A21INFDLF03_SALT_N_PEPPER
87,Mens Button Down Collar Check Casual Shirt - Brown,,FCUK,Rs 999,https://www.shoppersstop.com/fcuk-mens-button-down-collar-check-casual-shirt/p-206550249/colorChange/206550249_GREY
88,Solid Cotton Mens Lounge Trackpant - Black,,STOP,Rs 559,https://www.shoppersstop.com/stop-solid-cotton-mens-lounge-trackpant/p-S21187TRACK102B/colorChange/S21187TRACK102B_BLACK
89,Mens Solid T-Shirt - Aqua,,STOP,Rs 524,https://www.shoppersstop.com/stop-mens-solid-t-shirt/p-206557553/colorChange/206557553_AQUA
90,Graphic Fit Mens T-Shirt - Black,,JACK AND JONES, Rs 1299,https://www.shoppersstop.com/jack-and-jones-graphic-fit-mens-t-shirt/p-S21JJ234123201/colorChange/S21JJ234123201_BLACK
91,Solid Cotton Regular Fit Mens T-Shirt - Black,,STOP,Rs 279,https://www.shoppersstop.com/stop-solid-cotton-regular-fit-mens-t-shirt/p-S21187SOLIDTEBK/colorChange/S21187SOLIDTEBK_BLACK
92,Mid Tone Wash Cotton Regular Fit Mens Jeans - White,,KILLER, Rs 1299,https://www.shoppersstop.com/killer-mid-tone-wash-cotton-regular-fit-mens-jeans/p-A21KT-3870-WPWH/colorChange/A21KT-3870-WPWH_WHITE
93,Solid Cotton Mens Occasion Wear Kurta Set - Black,,HANGUP,Rs 999,https://www.shoppersstop.com/hangup-solid-cotton-mens-occasion-wear-kurta-set/p-A21HGPATHANIBLA/colorChange/A21HGPATHANIBLA_BLACK
